EmployeeID,Gender,Disability,Education
101088,M,0,Undergraduate
101089,M,0,Graduate
101090,F,0,Undergraduate
101091,F,0,High School
101092,M,0,Undergraduate
101093,F,0,Undergraduate
101094,F,0,Graduate
101095,M,0,Undergraduate
101096,F,0,Undergraduate
101097,F,1,Graduate
101098,F,0,Graduate
101099,M,0,Some College
101100,F,0,Some College
101101,M,0,High School
101102,M,0,High School
101103,F,0,Undergraduate
101104,M,0,Some College
101105,M,0,Undergraduate
101106,M,0,Graduate
101107,M,0,High School
101108,F,0,Undergraduate
101109,M,0,High School
101110,M,0,Undergraduate
101111,F,0,High School
101112,F,0,Graduate
101113,M,0,High School
101114,F,0,Undergraduate
101115,M,0,Undergraduate
101116,M,0,Undergraduate
101117,F,0,High School
101118,M,0,Undergraduate
101119,F,0,Undergraduate
101120,F,0,High School
101121,M,1,Undergraduate
101122,F,0,Undergraduate
101123,M,0,High School
101124,M,0,Undergraduate
101125,M,0,Undergraduate
101126,F,0,Graduate
101127,F,0,Undergraduate
101128,F,0,PhD
101129,M,0,Undergraduate
101130,M,0,Undergraduate
101131,F,0,Undergraduate
101132,M,0,Some College
101133,F,0,Undergraduate
101134,M,0,Undergraduate
101135,F,0,Undergraduate
101136,M,0,High School
101137,F,0,High School
101138,M,0,High School
101139,M,0,High School
101140,F,0,High School
101141,F,0,Some College
101142,M,0,Undergraduate
101143,F,0,Undergraduate
101144,F,0,Undergraduate
101145,F,0,Graduate
101146,F,0,Undergraduate
101147,M,0,Undergraduate
101148,M,0,Undergraduate
101149,F,0,Graduate
101150,M,0,Some College
101151,F,0,High School
101152,F,1,Undergraduate
101153,F,0,Undergraduate
101154,M,0,Graduate
101155,M,0,Graduate
101156,F,0,High School
101157,F,0,Undergraduate
101158,M,0,Undergraduate
101159,M,0,Undergraduate
101160,M,0,Undergraduate
101161,F,0,High School
101162,F,0,Undergraduate
101163,M,0,Undergraduate
101164,F,0,Undergraduate
101165,M,0,High School
101166,F,0,Undergraduate
101167,M,0,High School
101168,F,0,Some College
101169,M,0,Undergraduate
101170,M,0,High School
101171,M,0,Undergraduate
101172,M,0,High School
101173,M,0,Undergraduate
101174,M,0,High School
101175,F,0,Undergraduate
101176,M,0,Undergraduate
101177,M,0,Some College
101178,F,0,High School
101179,M,0,Undergraduate
101180,M,0,Undergraduate
101181,F,0,Undergraduate
101182,M,0,High School
101183,F,0,High School
101184,M,0,Undergraduate
101185,M,0,Graduate
101186,M,0,High School
101187,F,0,Graduate
101188,M,0,High School
101189,M,0,Graduate
101190,F,0,Some College
101191,M,0,Undergraduate
101192,M,0,High School
101193,F,0,Graduate
101194,F,0,Undergraduate
101195,F,0,Graduate
101196,M,0,Undergraduate
101197,M,0,Undergraduate
101198,F,0,Undergraduate
101199,F,0,Graduate
101200,M,0,Undergraduate
101201,M,0,Undergraduate
101202,M,0,Graduate
101203,M,0,Some College
101204,M,0,Undergraduate
101205,M,0,Undergraduate
101206,M,0,Undergraduate
101207,F,0,High School
101208,M,0,Undergraduate
101209,M,0,High School
101210,M,0,PhD
101211,M,0,Undergraduate
101212,F,0,Undergraduate
101213,F,0,Undergraduate
101214,M,1,Undergraduate
101215,M,0,High School
101216,M,0,Undergraduate
101217,F,1,Undergraduate
101218,F,0,Undergraduate
101219,M,0,Some College
101220,M,0,Undergraduate
101221,M,1,Some College
101222,M,0,High School
101223,M,0,Undergraduate
101224,M,0,Undergraduate
101225,M,0,Undergraduate
101226,M,0,Undergraduate
101227,M,0,Undergraduate
101228,M,0,Undergraduate
101229,M,0,Some College
101230,F,0,Undergraduate
101231,F,0,Graduate
101232,F,0,Undergraduate
101233,M,0,Undergraduate
101234,F,0,Undergraduate
101235,M,0,Undergraduate
101236,M,0,High School
101237,M,0,Undergraduate
101238,F,0,High School
101239,M,0,Undergraduate
101240,M,0,High School
101241,F,0,Undergraduate
101242,M,0,Undergraduate
101243,M,0,PhD
101244,F,0,Undergraduate
101245,F,0,Undergraduate
101246,F,0,High School
101247,M,0,Undergraduate
101248,F,0,High School
101249,F,0,Undergraduate
101250,F,0,Undergraduate
101251,M,0,Undergraduate
101252,F,0,Undergraduate
101253,M,0,Undergraduate
101254,F,0,Undergraduate
101255,F,0,Undergraduate
101256,M,0,High School
101257,F,0,Undergraduate
101258,F,0,Graduate
101259,M,0,Undergraduate
101260,M,0,Some College
101261,M,0,High School
101262,M,0,Undergraduate
101263,F,0,Undergraduate
101264,F,0,Undergraduate
101265,F,0,Undergraduate
101266,M,0,Some College
101267,F,0,Undergraduate
101268,M,0,High School
101269,M,0,High School
101270,F,0,Undergraduate
101271,F,0,Undergraduate
101272,F,0,Undergraduate
101273,F,0,Undergraduate
101274,F,1,Undergraduate
101275,F,0,Undergraduate
101276,M,0,Undergraduate
101277,M,0,Some College
101278,F,0,Undergraduate
101279,M,0,Undergraduate
101280,F,0,Undergraduate
101281,M,0,Undergraduate
101282,F,0,Graduate
101283,M,0,High School
101284,F,0,Graduate
101285,M,0,Undergraduate
101286,F,0,Undergraduate
101287,M,0,Undergraduate
101288,F,0,High School
101289,F,0,Some College
101290,M,0,Some College
101291,F,0,Undergraduate
101292,F,0,Undergraduate
101293,F,0,Undergraduate
101294,M,0,Undergraduate
101295,F,0,Undergraduate
101296,F,0,Undergraduate
101297,F,0,High School
101298,M,0,Some College
101299,M,0,Undergraduate
101300,F,0,Undergraduate
101301,F,0,High School
101302,F,0,Undergraduate
101303,F,0,Undergraduate
101304,F,0,PhD
101305,F,0,Undergraduate
101306,F,0,High School
101307,M,0,Undergraduate
101308,F,0,High School
101309,M,0,Undergraduate
101310,M,0,Undergraduate
101311,F,0,Undergraduate
101312,M,0,Undergraduate
101313,F,0,Undergraduate
101314,M,0,Undergraduate
101315,M,0,High School
101316,M,0,Some College
101317,M,0,High School
101318,F,0,Undergraduate
101319,F,0,High School
101320,M,0,Undergraduate
101321,F,1,Undergraduate
101322,M,0,Undergraduate
101323,F,0,Graduate
101324,F,0,High School
101325,F,0,Undergraduate
101326,F,0,Undergraduate
101327,F,0,Undergraduate
101328,M,0,PhD
101329,F,0,PhD
101330,M,0,Some College
101331,F,0,High School
101332,M,0,Undergraduate
101333,F,0,Undergraduate
101334,M,0,Some College
101335,M,0,Undergraduate
101336,M,0,Undergraduate
101337,F,0,Undergraduate
101338,F,0,Undergraduate
101339,F,0,High School
101340,F,0,Undergraduate
101341,M,0,Undergraduate
101342,F,0,High School
101343,M,0,High School
101344,F,0,Undergraduate
101345,M,0,High School
101346,F,0,Graduate
101347,F,0,Undergraduate
101348,M,0,Some College
101349,F,0,Undergraduate
101350,M,0,Undergraduate
101351,M,0,Undergraduate
101352,M,0,Undergraduate
101353,F,0,High School
101354,F,0,Some College
101355,M,1,Undergraduate
101356,F,0,Graduate
101357,M,0,Undergraduate
101358,F,0,Some College
101359,F,0,High School
101360,M,0,Some College
101361,F,0,Undergraduate
101362,F,0,High School
101363,M,0,Undergraduate
101364,F,0,High School
101365,M,0,Graduate
101366,M,0,Undergraduate
101367,F,0,High School
101368,M,0,Undergraduate
101369,F,0,Undergraduate
101370,M,0,Undergraduate
101371,F,0,Undergraduate
101372,F,0,Undergraduate
101373,M,0,Undergraduate
101374,M,0,High School
101375,F,0,Undergraduate
101376,F,0,Undergraduate
101377,F,0,Undergraduate
101378,F,0,High School
101379,F,0,Undergraduate
101380,F,0,Undergraduate
101381,F,0,Undergraduate
101382,F,0,Undergraduate
101383,F,0,Undergraduate
101384,M,0,Undergraduate
101385,F,0,Undergraduate
101386,M,0,High School
101387,F,0,High School
101388,F,0,High School
101389,M,0,Undergraduate
101390,F,0,Undergraduate
101391,M,0,Undergraduate
101392,F,0,Undergraduate
101393,F,0,Undergraduate
101394,M,0,Graduate
101395,F,0,Undergraduate
101396,F,0,Some College
101397,M,0,PhD
101398,M,0,Graduate
101399,F,0,Undergraduate
101400,M,0,Undergraduate
101401,F,0,High School
101402,M,0,Undergraduate
101403,F,0,Undergraduate
101404,F,0,Undergraduate
101405,M,0,Undergraduate
101406,M,0,Undergraduate
101407,M,0,Undergraduate
101408,M,0,High School
101409,F,0,Undergraduate
101410,F,0,Undergraduate
101411,M,0,Undergraduate
101412,M,0,Undergraduate
101413,M,0,Undergraduate
101414,F,0,High School
101415,M,0,High School
101416,M,0,Undergraduate
101417,F,0,Undergraduate
101418,F,1,Undergraduate
101419,M,0,Undergraduate
101420,M,0,Undergraduate
101421,F,0,Some College
101422,M,0,High School
101423,F,0,High School
101424,F,0,Undergraduate
101425,F,0,Undergraduate
101426,F,0,Undergraduate
101427,F,0,Undergraduate
101428,F,0,Undergraduate
101429,F,0,High School
101430,F,0,Undergraduate
101431,M,0,High School
101432,F,0,Some College
101433,M,0,Undergraduate
101434,M,0,Undergraduate
101435,M,0,Undergraduate
101436,M,1,Undergraduate
101437,M,0,Graduate
101438,F,0,Undergraduate
101439,F,0,Undergraduate
101440,F,0,Undergraduate
101441,M,0,High School
101442,F,0,High School
101443,M,0,Undergraduate
101444,M,0,Undergraduate
101445,F,0,Undergraduate
101446,F,0,Undergraduate
101447,M,0,High School
101448,M,0,Undergraduate
101449,M,0,Graduate
101450,M,0,High School
101451,M,0,High School
101452,F,0,Undergraduate
101453,F,0,Undergraduate
101454,M,0,Undergraduate
101455,M,0,Undergraduate
101456,F,0,Undergraduate
101457,M,0,High School
101458,F,0,Undergraduate
101459,F,0,Undergraduate
101460,M,0,Undergraduate
101461,M,0,High School
101462,M,0,High School
101463,F,0,Undergraduate
101464,M,0,High School
101465,F,0,Undergraduate
101466,M,0,Undergraduate
101467,F,0,High School
101468,M,0,Undergraduate
101469,F,1,Undergraduate
101470,M,0,Undergraduate
101471,F,0,Undergraduate
101472,F,0,Graduate
101473,F,0,Undergraduate
101474,M,0,Undergraduate
101475,F,0,High School
101476,F,0,High School
101477,F,0,Undergraduate
101478,M,0,High School
101479,M,0,High School
101480,M,0,High School
101481,M,0,Undergraduate
101482,F,0,Undergraduate
101483,F,0,Undergraduate
101484,M,0,High School
101485,F,0,Undergraduate
101486,M,0,Graduate
101487,F,0,Undergraduate
101488,F,0,Some College
101489,F,0,High School
101490,F,0,Graduate
101491,F,0,Undergraduate
101492,F,0,Graduate
101493,F,0,Undergraduate
101494,M,0,High School
101495,M,0,High School
101496,F,0,Graduate
101497,M,0,High School
101498,M,0,Undergraduate
101499,F,0,High School
101500,F,0,Undergraduate
101501,M,0,Graduate
101502,F,0,Undergraduate
101503,F,0,Undergraduate
101504,F,0,Undergraduate
101505,M,0,Some College
101506,F,0,Undergraduate
101507,F,0,Undergraduate
101508,M,0,Undergraduate
101509,M,0,Graduate
101510,F,0,High School
101511,M,0,Undergraduate
101512,M,0,Undergraduate
101513,M,1,High School
101514,M,0,Graduate
101515,M,0,Some College
101516,M,0,Graduate
101517,M,0,Graduate
101518,F,0,Undergraduate
101519,M,0,Undergraduate
101520,M,0,Undergraduate
101521,F,0,Undergraduate
101522,M,0,Undergraduate
101523,F,0,High School
101524,M,0,Undergraduate
101525,F,0,Undergraduate
101526,F,0,Undergraduate
101527,M,0,Undergraduate
101528,F,0,High School
101529,F,0,Undergraduate
101530,F,0,Undergraduate
101531,M,0,Undergraduate
101532,M,0,PhD
101533,F,0,Undergraduate
101534,M,0,Graduate
101535,M,0,High School
101536,F,0,Undergraduate
101537,F,0,PhD
101538,M,0,Undergraduate
101539,M,0,High School
101540,F,0,Graduate
101541,F,0,Undergraduate
101542,M,0,Undergraduate
101543,F,0,Undergraduate
101544,M,0,Undergraduate
101545,M,0,Undergraduate
101546,F,0,High School
101547,M,0,Undergraduate
101548,M,0,Undergraduate
101549,M,0,High School
101550,F,0,Undergraduate
101551,M,0,High School
101552,M,0,Undergraduate
101553,M,0,High School
101554,F,0,Undergraduate
101555,F,0,Undergraduate
101556,M,0,Undergraduate
101557,F,0,High School
101558,M,1,Undergraduate
101559,F,0,Undergraduate
101560,F,0,High School
101561,M,0,Undergraduate
101562,F,0,Undergraduate
101563,F,0,Undergraduate
101564,F,0,High School
101565,F,0,PhD
101566,F,0,Undergraduate
101567,F,0,Some College
101568,M,0,Graduate
101569,F,0,Undergraduate
101570,F,0,Undergraduate
101571,M,0,Undergraduate
101572,M,0,Undergraduate
101573,F,0,Undergraduate
101574,F,0,Undergraduate
101575,F,0,Undergraduate
101576,F,0,Undergraduate
101577,M,0,High School
101578,F,0,Undergraduate
101579,M,1,Undergraduate
101580,F,0,High School
101581,M,0,Undergraduate
101582,F,0,Undergraduate
101583,F,0,High School
101584,M,0,Graduate
101585,M,0,Undergraduate
101586,M,0,Undergraduate
101587,M,0,High School
101588,M,0,Undergraduate
101589,M,0,Graduate
101590,M,0,Undergraduate
101591,M,0,High School
101592,F,0,PhD
101593,F,0,Undergraduate
101594,F,0,Undergraduate
101595,F,0,Undergraduate
101596,M,0,Undergraduate
101597,M,0,High School
101598,M,0,PhD
101599,F,0,Undergraduate
101600,M,1,Undergraduate
101601,M,0,Some College
101602,M,0,Undergraduate
101603,F,0,Undergraduate
101604,F,0,High School
101605,M,0,High School
101606,F,0,Undergraduate
101607,F,0,High School
101608,M,0,Undergraduate
101609,F,1,High School
101610,F,0,Undergraduate
101611,F,0,Undergraduate
101612,M,0,Undergraduate
101613,M,0,High School
101614,F,0,High School
101615,M,0,High School
101616,M,0,Undergraduate
101617,M,0,Undergraduate
101618,F,0,PhD
101619,F,0,Undergraduate
101620,M,0,Undergraduate
101621,F,0,Undergraduate
101622,F,0,Undergraduate
101623,F,0,PhD
101624,M,0,Some College
101625,M,0,High School
101626,F,0,Undergraduate
101627,F,0,Undergraduate
101628,M,0,Undergraduate
101629,M,0,Undergraduate
101630,M,0,Undergraduate
101631,F,0,Undergraduate
101632,M,1,Undergraduate
101633,M,0,High School
101634,M,0,Undergraduate
101635,M,0,Some College
101636,M,0,Undergraduate
101637,M,0,Graduate
101638,M,0,Undergraduate
101639,F,0,High School
101640,M,0,Undergraduate
101641,F,0,High School
101642,F,0,Undergraduate
101643,F,0,Graduate
101644,F,0,Undergraduate
101645,M,0,Undergraduate
101646,M,0,High School
101647,F,0,High School
101648,F,0,PhD
101649,F,0,Undergraduate
101650,M,0,Some College
101651,M,0,Undergraduate
101652,M,0,High School
101653,M,0,Undergraduate
101654,M,0,Undergraduate
101655,F,0,Some College
101656,M,0,Undergraduate
101657,F,0,Undergraduate
101658,M,0,Undergraduate
101659,F,0,High School
101660,F,0,Undergraduate
101661,M,0,Undergraduate
101662,F,0,Undergraduate
101663,M,0,Undergraduate
101664,M,0,High School
101665,F,0,Undergraduate
101666,M,0,Undergraduate
101667,M,0,Undergraduate
101668,M,0,Undergraduate
101669,F,0,Undergraduate
101670,M,0,Graduate
101671,M,0,High School
101672,M,0,Some College
101673,M,0,Graduate
101674,M,0,High School
101675,M,0,High School
101676,F,0,Undergraduate
101677,F,0,Some College
101678,F,0,Undergraduate
101679,M,0,Undergraduate
101680,F,0,Undergraduate
101681,M,0,Graduate
101682,F,0,Some College
101683,M,0,High School
101684,F,0,Some College
101685,M,0,Undergraduate
101686,M,0,High School
101687,M,0,High School
101688,F,0,Undergraduate
101689,M,0,Undergraduate
101690,F,0,Undergraduate
101691,M,0,Graduate
101692,F,0,Graduate
101693,M,0,High School
101694,F,0,Undergraduate
101695,F,0,Undergraduate
101696,M,0,Undergraduate
101697,M,0,Some College
101698,F,0,Undergraduate
101699,F,0,Undergraduate
101700,F,0,Undergraduate
101701,F,0,Undergraduate
101702,M,0,Undergraduate
101703,M,0,Undergraduate
101704,F,0,Undergraduate
101705,M,1,Undergraduate
101706,F,0,Undergraduate
101707,F,0,Graduate
101708,M,0,High School
101709,F,0,Undergraduate
101710,F,0,Some College
101711,F,0,Undergraduate
101712,M,0,Graduate
101713,F,0,Undergraduate
101714,M,0,Some College
101715,M,0,Undergraduate
101716,M,0,Graduate
101717,M,0,Undergraduate
101718,M,0,Undergraduate
101719,M,0,Graduate
101720,F,0,Undergraduate
101721,M,0,Undergraduate
101722,M,0,Undergraduate
101723,M,0,PhD
101724,F,1,Undergraduate
101725,F,0,Graduate
101726,M,0,Undergraduate
101727,F,0,Undergraduate
101728,M,1,Undergraduate
101729,M,0,Undergraduate
101730,F,0,Undergraduate
101731,M,0,Undergraduate
101732,F,0,Undergraduate
101733,M,0,Undergraduate
101734,F,0,Some College
101735,M,0,Undergraduate
101736,F,1,Undergraduate
101737,F,0,Undergraduate
101738,M,0,Undergraduate
101739,M,0,High School
101740,M,0,High School
101741,F,0,High School
101742,F,0,Undergraduate
101743,F,0,High School
101744,F,0,High School
101745,F,0,Undergraduate
101746,F,0,Undergraduate
101747,M,0,High School
101748,F,0,High School
101749,M,0,Some College
101750,M,0,High School
101751,M,0,Undergraduate
101752,F,1,High School
101753,F,0,Undergraduate
101754,F,0,Undergraduate
101755,F,0,Graduate
101756,M,0,Undergraduate
101757,M,0,Undergraduate
101758,M,0,High School
101759,F,0,Graduate
101760,F,0,Undergraduate
101761,F,0,Undergraduate
101762,F,1,Undergraduate
101763,M,0,Undergraduate
101764,M,0,Undergraduate
101765,M,0,Undergraduate
101766,M,0,Undergraduate
101767,M,0,High School
101768,F,0,Undergraduate
101769,M,0,High School
101770,F,0,Undergraduate
101771,F,0,Undergraduate
101772,F,0,Undergraduate
101773,F,0,Some College
101774,F,0,Undergraduate
101775,F,0,Undergraduate
101776,M,0,Undergraduate
101777,F,0,High School
101778,M,0,Undergraduate
101779,F,0,Undergraduate
101780,M,0,Undergraduate
101781,F,0,Undergraduate
101782,F,0,Undergraduate
101783,F,0,Undergraduate
101784,M,0,Undergraduate
101785,F,0,Undergraduate
101786,F,0,Some College
101787,F,0,High School
101788,F,0,Undergraduate
101789,F,0,PhD
101790,M,0,Undergraduate
101791,M,0,Undergraduate
101792,F,0,High School
101793,M,0,Undergraduate
101794,M,0,High School
101795,F,0,Undergraduate
101796,M,0,Undergraduate
101797,M,0,Undergraduate
101798,F,0,Undergraduate
101799,F,0,Undergraduate
101800,M,0,High School
101801,M,0,Undergraduate
101802,M,0,PhD
101803,M,0,Undergraduate
101804,F,0,Undergraduate
101805,F,0,Undergraduate
101806,M,1,Undergraduate
101807,M,0,Undergraduate
101808,M,0,High School
101809,F,0,High School
101810,F,0,Some College
101811,F,0,Undergraduate
101812,F,0,Undergraduate
101813,M,0,PhD
101814,F,0,Undergraduate
101815,M,0,High School
101816,M,0,Undergraduate
101817,M,0,Some College
101818,M,0,Undergraduate
101819,F,0,Some College
101820,F,0,High School
101821,F,0,Undergraduate
101822,F,0,High School
101823,F,0,Graduate
101824,F,0,Undergraduate
101825,F,1,Undergraduate
101826,F,0,Undergraduate
101827,F,0,Undergraduate
101828,F,0,Undergraduate
101829,F,0,Undergraduate
101830,M,0,Undergraduate
101831,M,0,Undergraduate
101832,M,0,Undergraduate
101833,M,0,PhD
101834,M,0,Some College
101835,F,0,Undergraduate
101836,M,0,Undergraduate
101837,M,0,Undergraduate
101838,M,0,Some College
101839,M,0,Undergraduate
101840,M,0,High School
101841,M,0,Undergraduate
101842,F,0,Undergraduate
101843,M,0,Undergraduate
101844,F,0,Undergraduate
101845,M,0,Undergraduate
101846,M,0,Undergraduate
101847,M,1,Undergraduate
101848,F,0,Undergraduate
101849,M,0,Undergraduate
101850,M,0,Graduate
101851,F,0,Undergraduate
101852,M,0,Undergraduate
101853,F,0,High School
101854,M,0,Graduate
101855,M,0,High School
101856,F,0,Undergraduate
101857,M,0,Undergraduate
101858,F,0,Graduate
101859,M,0,Some College
101860,M,0,High School
101861,M,0,Undergraduate
101862,M,0,Graduate
101863,F,0,Undergraduate
101864,F,0,Undergraduate
101865,M,0,Undergraduate
101866,M,0,Undergraduate
101867,M,0,Undergraduate
101868,M,0,Undergraduate
101869,M,0,Undergraduate
101870,M,0,Undergraduate
101871,M,0,Undergraduate
101872,M,0,High School
101873,M,0,Undergraduate
101874,F,0,Graduate
101875,M,0,High School
101876,F,0,High School
101877,F,0,Graduate
101878,F,0,Graduate
101879,M,0,Graduate
101880,F,0,Undergraduate
101881,M,0,Graduate
101882,F,0,Undergraduate
101883,F,0,Undergraduate
101884,F,0,Undergraduate
101885,M,0,Graduate
101886,F,1,Undergraduate
101887,F,0,Undergraduate
101888,M,0,Undergraduate
101889,F,0,PhD
101890,F,0,Undergraduate
101891,F,0,Undergraduate
101892,M,0,Undergraduate
101893,F,0,Undergraduate
101894,M,0,Graduate
101895,F,0,Graduate
101896,M,0,Undergraduate
101897,F,0,Undergraduate
101898,M,0,Undergraduate
101899,F,0,Some College
101900,F,0,Undergraduate
101901,F,0,Undergraduate
101902,M,0,Undergraduate
101903,M,0,High School
101904,F,0,Undergraduate
101905,M,0,Undergraduate
101906,F,0,Undergraduate
101907,F,0,Undergraduate
101908,F,0,Undergraduate
101909,F,1,Undergraduate
101910,M,0,Undergraduate
101911,M,0,High School
101912,M,0,Some College
101913,F,0,High School
101914,F,0,Undergraduate
101915,M,0,High School
101916,M,0,Graduate
101917,M,0,Undergraduate
101918,F,0,Undergraduate
101919,M,0,Undergraduate
101920,F,0,Undergraduate
101921,M,0,Undergraduate
101922,F,0,Undergraduate
101923,F,0,Undergraduate
101924,M,0,Undergraduate
101925,M,0,Undergraduate
101926,F,0,Undergraduate
101927,F,0,Graduate
101928,M,0,Undergraduate
101929,M,1,Undergraduate
101930,F,0,Undergraduate
101931,M,0,Graduate
101932,M,0,High School
101933,M,0,Undergraduate
101934,F,0,Undergraduate
101935,M,0,PhD
101936,M,0,Some College
101937,M,0,Some College
101938,M,0,PhD
101939,M,0,Undergraduate
101940,M,0,Undergraduate
101941,F,0,Undergraduate
101942,F,0,Undergraduate
101943,M,0,Undergraduate
101944,M,1,Undergraduate
101945,F,0,Undergraduate
101946,F,0,High School
101947,M,0,Undergraduate
101948,M,0,Undergraduate
101949,F,0,High School
101950,F,0,Undergraduate
101951,F,0,Undergraduate
101952,F,0,Undergraduate
101953,M,0,Undergraduate
101954,M,0,Undergraduate
101955,F,1,Undergraduate
101956,F,0,Graduate
101957,F,0,Undergraduate
101958,F,0,High School
101959,M,0,Undergraduate
101960,M,0,High School
101961,F,0,PhD
101962,F,0,Some College
101963,M,0,Undergraduate
101964,M,0,Undergraduate
101965,F,0,High School
101966,M,0,Undergraduate
101967,F,0,Undergraduate
101968,M,0,High School
101969,M,0,Undergraduate
101970,M,0,Undergraduate
101971,F,1,High School
101972,M,1,High School
101973,M,0,Undergraduate
101974,M,0,Undergraduate
101975,M,0,Graduate
101976,M,0,Undergraduate
101977,M,0,Undergraduate
101978,F,0,Undergraduate
101979,F,0,Undergraduate
101980,F,0,Undergraduate
101981,F,0,Undergraduate
101982,M,0,Undergraduate
101983,F,1,Undergraduate
101984,M,0,High School
101985,F,0,Undergraduate
101986,M,0,Undergraduate
101987,M,0,High School
101988,M,0,Undergraduate
101989,F,0,High School
101990,M,0,Undergraduate
101991,M,0,Undergraduate
101992,F,0,Undergraduate
101993,M,0,Undergraduate
101994,M,0,Undergraduate
101995,M,0,Undergraduate
101996,F,0,Undergraduate
101997,F,0,Undergraduate
101998,F,0,Undergraduate
101999,F,0,High School
102000,F,0,Undergraduate
102001,F,0,Undergraduate
102002,F,0,Undergraduate
102003,F,0,Undergraduate
102004,M,0,Undergraduate
102005,M,0,Some College
102006,F,0,Undergraduate
102007,M,0,Some College
102008,F,0,Undergraduate
102009,M,0,Undergraduate
102010,F,0,High School
102011,F,0,Undergraduate
102012,F,0,High School
102013,F,0,Undergraduate
102014,M,0,Undergraduate
102015,M,0,Undergraduate
102016,F,0,Undergraduate
102017,F,0,Undergraduate
102018,F,0,Graduate
102019,F,0,High School
102020,M,0,Undergraduate
102021,M,1,High School
102022,M,0,Undergraduate
102023,M,0,High School
102024,M,1,High School
102025,F,0,Undergraduate
102026,F,0,Graduate
102027,M,0,Graduate
102028,M,0,Undergraduate
102029,M,0,Undergraduate
102030,M,0,Undergraduate
102031,M,0,Some College
102032,M,0,Undergraduate
102033,M,0,High School
102034,F,0,Undergraduate
102035,F,0,High School
102036,F,0,Some College
102037,F,0,Undergraduate
102038,F,0,Undergraduate
102039,F,0,Undergraduate
102040,M,0,High School
102041,F,0,Undergraduate
102042,M,0,Undergraduate
102043,F,0,Graduate
102044,M,0,Some College
102045,M,0,High School
102046,F,0,Undergraduate
102047,F,0,Graduate
102048,F,0,Undergraduate
102049,F,0,Undergraduate
102050,F,0,Undergraduate
102051,M,0,Undergraduate
102052,M,0,Undergraduate
102053,M,0,Undergraduate
102054,F,0,Graduate
102055,F,0,High School
102056,F,0,Undergraduate
102057,F,1,Undergraduate
102058,M,0,Undergraduate
102059,M,0,High School
102060,M,0,Undergraduate
102061,M,0,High School
102062,M,0,Graduate
102063,M,0,Undergraduate
102064,F,0,Undergraduate
102065,F,0,Undergraduate
102066,F,0,High School
102067,F,0,Some College
102068,M,0,Some College
102069,M,0,Undergraduate
102070,M,0,Undergraduate
102071,M,0,Undergraduate
102072,F,0,Undergraduate
102073,M,0,Some College
102074,M,0,Some College
102075,F,0,Undergraduate
102076,F,0,High School
102077,F,0,PhD
102078,F,0,Undergraduate
102079,M,0,Undergraduate
102080,M,0,Undergraduate
102081,M,0,Undergraduate
102082,M,0,Undergraduate
102083,M,0,Graduate
102084,F,0,Graduate
102085,M,0,Graduate
102086,M,0,Undergraduate
102087,M,0,Undergraduate
102088,M,0,Some College
102089,F,0,Undergraduate
102090,F,0,Undergraduate
102091,M,0,Undergraduate
102092,F,0,Undergraduate
102093,F,0,High School
102094,F,0,Undergraduate
102095,M,0,Graduate
102096,M,0,PhD
102097,M,0,Undergraduate
102098,M,0,Undergraduate
102099,F,0,High School
102100,M,0,Undergraduate
102101,F,0,Undergraduate
102102,F,0,PhD
102103,M,0,Undergraduate
102104,M,0,Some College
102105,M,0,Some College
102106,M,0,High School
102107,M,0,High School
102108,F,0,Undergraduate
102109,M,0,Undergraduate
102110,M,0,Undergraduate
102111,M,0,Undergraduate
102112,M,0,Some College
102113,M,1,Undergraduate
102114,F,0,Graduate
102115,F,0,Undergraduate
102116,F,0,Graduate
102117,F,1,Some College
102118,M,0,Undergraduate
102119,M,0,Undergraduate
102120,F,0,Undergraduate
102121,F,0,Undergraduate
102122,F,0,Graduate
102123,M,0,Undergraduate
102124,M,0,Undergraduate
102125,F,0,Undergraduate
102126,F,0,Undergraduate
102127,M,0,Some College
102128,M,0,Undergraduate
102129,M,0,Undergraduate
102130,M,0,Undergraduate
102131,M,0,Undergraduate
102132,M,0,Undergraduate
102133,F,0,Undergraduate
102134,M,0,High School
102135,F,0,Undergraduate
102136,F,0,Undergraduate
102137,F,0,Undergraduate
102138,F,0,Undergraduate
102139,M,0,Undergraduate
102140,F,0,Undergraduate
102141,M,0,Graduate
102142,M,0,Undergraduate
102143,F,1,Some College
102144,M,0,Undergraduate
102145,F,0,Undergraduate
102146,M,0,Undergraduate
102147,M,0,High School
102148,M,0,Undergraduate
102149,F,0,Undergraduate
102150,F,0,High School
102151,F,0,Undergraduate
102152,M,0,Undergraduate
102153,M,0,Undergraduate
102154,F,0,Undergraduate
102155,M,0,Undergraduate
102156,F,0,High School
102157,F,0,Undergraduate
102158,M,0,Undergraduate
102159,M,0,PhD
102160,F,0,Undergraduate
102161,F,0,Undergraduate
102162,F,0,Undergraduate
102163,F,0,High School
102164,M,0,Undergraduate
102165,M,0,Undergraduate
102166,F,0,Undergraduate
102167,M,0,Undergraduate
102168,M,1,Some College
102169,F,0,High School
102170,F,0,Undergraduate
102171,F,0,Undergraduate
102172,F,0,Undergraduate
102173,M,0,High School
102174,M,0,Undergraduate
102175,M,0,High School
102176,M,0,Undergraduate
102177,F,0,Undergraduate
102178,F,0,Undergraduate
102179,F,0,High School
102180,F,0,High School
102181,F,0,Undergraduate
102182,M,0,Undergraduate
