id,EmployeeID,department_id,level_id,Job_Profile,Compensation,Bonus_%
2091,100992,d001,KSETO3,JP_1006,"50,000.00",0.15
2371,100993,d005,KSETO3,JP_1037,"80,000.00",0.15
4891,100994,d003,2Q35MD,JP_1028,"190,000.00",0.2
4742,100995,d002,2Q35MD,JP_1021,"160,000.00",0.2
3734,100996,d005,2Q35MD,JP_1039,"200,000.00",0.2
4045,100997,d005,9OLSAT,JP_1040,"140,000.00",0.15
2801,100998,d005,KSETO3,JP_1038,"110,000.00",0.15
4046,100999,d005,9OLSAT,JP_1040,"140,000.00",0.15
4047,101000,d005,9OLSAT,JP_1040,"140,000.00",0.15
2372,101001,d005,KSETO3,JP_1037,"80,000.00",0.15
854,101002,d002,KSETO3,JP_1016,"70,000.00",0.15
1501,101003,d001,KSETO3,JP_1003,"65,000.00",0.15
2802,101004,d005,KSETO3,JP_1038,"110,000.00",0.15
855,101005,d002,KSETO3,JP_1016,"70,000.00",0.15
4590,101006,d003,6O0MT2,JP_1025,"120,000.00",0.1
1417,101007,d004,ZO9DQZ,JP_1031,"140,000.00",0.2
4722,101008,d001,FFK1HB,JP_1012,"225,000.00",0.3
1785,101009,d002,9OLSAT,JP_1018,,0.15
1365,101010,d004,2Q35MD,JP_1030,"175,000.00",0.2
2803,101011,d005,KSETO3,JP_1038,"110,000.00",0.15
4520,101012,d005,FFK1HB,JP_1041,"325,000.00",0.3
2804,101013,d005,KSETO3,JP_1038,"110,000.00",0.15
2805,101014,d005,KSETO3,JP_1038,"110,000.00",0.15
856,101015,d002,KSETO3,JP_1016,"70,000.00",0.15
857,101016,d002,KSETO3,JP_1016,"70,000.00",0.15
1418,101017,d004,ZO9DQZ,JP_1031,"140,000.00",0.2
858,101018,d002,KSETO3,JP_1016,"70,000.00",0.15
144,101019,d002,KSETO3,JP_1015,"55,000.00",0.15
145,101020,d002,KSETO3,JP_1015,"55,000.00",0.15
1539,101021,d004,ZO9DQZ,JP_1032,"120,000.00",0.2
3735,101022,d005,2Q35MD,JP_1039,"200,000.00",0.2
2806,101023,d005,KSETO3,JP_1038,"110,000.00",0.15
2807,101024,d005,KSETO3,JP_1038,"110,000.00",0.15
2808,101025,d005,KSETO3,JP_1038,"110,000.00",0.15
2809,101026,d005,KSETO3,JP_1038,"110,000.00",0.15
4048,101027,d005,9OLSAT,JP_1040,"140,000.00",0.15
2046,101028,d004,9OLSAT,JP_1034,"95,000.00",0.15
2810,101029,d005,KSETO3,JP_1038,"110,000.00",0.15
2811,101030,d005,KSETO3,JP_1038,"110,000.00",0.15
3736,101031,d005,2Q35MD,JP_1039,"200,000.00",0.2
2812,101032,d005,KSETO3,JP_1038,"110,000.00",0.15
2813,101033,d005,KSETO3,JP_1038,"110,000.00",0.15
2814,101034,d005,KSETO3,JP_1038,"110,000.00",0.15
418,101035,d004,KSETO3,JP_1029,"85,000.00",0.15
1943,101036,d002,ZO9DQZ,JP_1019,"85,000.00",0.2
419,101037,d004,KSETO3,JP_1029,"85,000.00",0.15
859,101038,d002,KSETO3,JP_1016,"70,000.00",0.15
146,101039,d002,KSETO3,JP_1015,"55,000.00",0.15
4892,101040,d003,2Q35MD,JP_1028,"190,000.00",0.2
420,101041,d004,KSETO3,JP_1029,"85,000.00",0.15
3737,101042,d005,2Q35MD,JP_1039,"200,000.00",0.2
4049,101043,d005,9OLSAT,JP_1040,"140,000.00",0.15
2815,101044,d005,KSETO3,JP_1038,"110,000.00",0.15
2816,101045,d005,KSETO3,JP_1038,"110,000.00",0.15
2817,101046,d005,KSETO3,JP_1038,"110,000.00",0.15
2818,101047,d005,KSETO3,JP_1038,"110,000.00",0.15
421,101048,d004,KSETO3,JP_1029,"85,000.00",0.15
4684,101049,d001,ZO9DQZ,JP_1011,"120,000.00",0.15
422,101050,d004,KSETO3,JP_1029,"85,000.00",0.15
423,101051,d004,KSETO3,JP_1029,"85,000.00",0.15
2092,101052,d001,KSETO3,JP_1006,"50,000.00",0.15
860,101053,d002,KSETO3,JP_1016,"70,000.00",0.15
4661,101054,d003,FFK1HB,JP_1026,"250,000.00",0.3
4340,101055,d004,6O0MT2,JP_1035,"75,000.00",0.1
147,101056,d002,KSETO3,JP_1015,"55,000.00",0.15
861,101057,d002,KSETO3,JP_1016,"70,000.00",0.15
2819,101058,d005,KSETO3,JP_1038,"110,000.00",0.15
4050,101059,d005,9OLSAT,JP_1040,"140,000.00",0.15
2820,101060,d005,KSETO3,JP_1038,"110,000.00",0.15
2821,101061,d005,KSETO3,JP_1038,"110,000.00",0.15
2203,101062,d003,KSETO3,JP_1023,"70,000.00",0.15
2159,101063,d001,KSETO3,JP_1007,"220,000.00",0.15
3738,101064,d005,2Q35MD,JP_1039,"200,000.00",0.2
4051,101065,d005,9OLSAT,JP_1040,"140,000.00",0.15
4521,101066,d005,FFK1HB,JP_1041,"325,000.00",0.3
148,101067,d002,KSETO3,JP_1015,"55,000.00",0.15
2373,101068,d005,KSETO3,JP_1037,"80,000.00",0.15
4341,101069,d004,6O0MT2,JP_1035,"75,000.00",0.1
2822,101070,d005,KSETO3,JP_1038,"110,000.00",0.15
4052,101071,d005,9OLSAT,JP_1040,"140,000.00",0.15
2823,101072,d005,KSETO3,JP_1038,"110,000.00",0.15
4053,101073,d005,9OLSAT,JP_1040,"140,000.00",0.15
4054,101074,d005,9OLSAT,JP_1040,"140,000.00",0.15
1786,101075,d002,9OLSAT,JP_1018,,0.15
1787,101076,d002,9OLSAT,JP_1018,,0.15
7,101077,d001,ZO9DQZ,JP_1001,,0.2
1540,101078,d004,ZO9DQZ,JP_1032,"120,000.00",0.2
862,101079,d002,KSETO3,JP_1016,"70,000.00",0.15
2093,101080,d001,KSETO3,JP_1006,"50,000.00",0.15
4685,101081,d001,ZO9DQZ,JP_1011,"120,000.00",0.15
4055,101082,d005,9OLSAT,JP_1040,"140,000.00",0.15
4056,101083,d005,9OLSAT,JP_1040,"140,000.00",0.15
2374,101084,d005,KSETO3,JP_1037,"80,000.00",0.15
424,101085,d004,KSETO3,JP_1029,"85,000.00",0.15
149,101086,d002,KSETO3,JP_1015,"55,000.00",0.15
2375,101087,d005,KSETO3,JP_1037,"80,000.00",0.15
1541,101088,d004,ZO9DQZ,JP_1032,"120,000.00",0.2
863,101089,d002,KSETO3,JP_1016,"70,000.00",0.15
4522,101090,d005,FFK1HB,JP_1041,"325,000.00",0.3
4057,101091,d005,9OLSAT,JP_1040,"140,000.00",0.15
4058,101092,d005,9OLSAT,JP_1040,"140,000.00",0.15
2824,101093,d005,KSETO3,JP_1038,"110,000.00",0.15
150,101094,d002,KSETO3,JP_1015,"55,000.00",0.15
3587,101095,d001,KSETO3,JP_1008,"55,000.00",0.15
864,101096,d002,KSETO3,JP_1016,"70,000.00",0.15
865,101097,d002,KSETO3,JP_1016,"70,000.00",0.15
2825,101098,d005,KSETO3,JP_1038,"110,000.00",0.15
2826,101099,d005,KSETO3,JP_1038,"110,000.00",0.15
2827,101100,d005,KSETO3,JP_1038,"110,000.00",0.15
2828,101101,d005,KSETO3,JP_1038,"110,000.00",0.15
4059,101102,d005,9OLSAT,JP_1040,"140,000.00",0.15
2829,101103,d005,KSETO3,JP_1038,"110,000.00",0.15
2830,101104,d005,KSETO3,JP_1038,"110,000.00",0.15
2376,101105,d005,KSETO3,JP_1037,"80,000.00",0.15
425,101106,d004,KSETO3,JP_1029,"85,000.00",0.15
1788,101107,d002,9OLSAT,JP_1018,,0.15
1944,101108,d002,ZO9DQZ,JP_1019,"85,000.00",0.2
4060,101109,d005,9OLSAT,JP_1040,"140,000.00",0.15
2831,101110,d005,KSETO3,JP_1038,"110,000.00",0.15
151,101111,d002,KSETO3,JP_1015,"55,000.00",0.15
1789,101112,d002,9OLSAT,JP_1018,,0.15
4777,101113,d001,KSETO3,JP_1013,"75,000.00",0.15
4342,101114,d004,6O0MT2,JP_1035,"75,000.00",0.1
2832,101115,d005,KSETO3,JP_1038,"110,000.00",0.15
4591,101116,d003,6O0MT2,JP_1025,"120,000.00",0.1
1662,101117,d001,KSETO3,JP_1004,"70,000.00",0.15
2377,101118,d005,KSETO3,JP_1037,"80,000.00",0.15
866,101119,d002,KSETO3,JP_1016,"70,000.00",0.15
2833,101120,d005,KSETO3,JP_1038,"110,000.00",0.15
3739,101121,d005,2Q35MD,JP_1039,"200,000.00",0.2
2834,101122,d005,KSETO3,JP_1038,"110,000.00",0.15
3740,101123,d005,2Q35MD,JP_1039,"200,000.00",0.2
2835,101124,d005,KSETO3,JP_1038,"110,000.00",0.15
2836,101125,d005,KSETO3,JP_1038,"110,000.00",0.15
4807,101126,d003,ZO9DQZ,JP_1027,"130,000.00",0.2
867,101127,d002,KSETO3,JP_1016,"70,000.00",0.15
2837,101128,d005,KSETO3,JP_1038,"110,000.00",0.15
3741,101129,d005,2Q35MD,JP_1039,"200,000.00",0.2
4061,101130,d005,9OLSAT,JP_1040,"140,000.00",0.15
868,101131,d002,KSETO3,JP_1016,"70,000.00",0.15
426,101132,d004,KSETO3,JP_1029,"85,000.00",0.15
427,101133,d004,KSETO3,JP_1029,"85,000.00",0.15
1945,101134,d002,ZO9DQZ,JP_1019,"85,000.00",0.2
1542,101135,d004,ZO9DQZ,JP_1032,"120,000.00",0.2
1543,101136,d004,ZO9DQZ,JP_1032,"120,000.00",0.2
1544,101137,d004,ZO9DQZ,JP_1032,"120,000.00",0.2
2838,101138,d005,KSETO3,JP_1038,"110,000.00",0.15
4062,101139,d005,9OLSAT,JP_1040,"140,000.00",0.15
4063,101140,d005,9OLSAT,JP_1040,"140,000.00",0.15
4064,101141,d005,9OLSAT,JP_1040,"140,000.00",0.15
46,101142,d003,KSETO3,JP_1022,"75,000.00",0.15
428,101143,d004,KSETO3,JP_1029,"85,000.00",0.15
152,101144,d002,KSETO3,JP_1015,"55,000.00",0.15
869,101145,d002,KSETO3,JP_1016,"70,000.00",0.15
3742,101146,d005,2Q35MD,JP_1039,"200,000.00",0.2
3743,101147,d005,2Q35MD,JP_1039,"200,000.00",0.2
3744,101148,d005,2Q35MD,JP_1039,"200,000.00",0.2
3745,101149,d005,2Q35MD,JP_1039,"200,000.00",0.2
4808,101150,d003,ZO9DQZ,JP_1027,"130,000.00",0.2
870,101151,d002,KSETO3,JP_1016,"70,000.00",0.15
1419,101152,d004,ZO9DQZ,JP_1031,"140,000.00",0.2
1790,101153,d002,9OLSAT,JP_1018,,0.15
4343,101154,d004,6O0MT2,JP_1035,"75,000.00",0.1
1545,101155,d004,ZO9DQZ,JP_1032,"120,000.00",0.2
2500,101156,d002,KSETO3,JP_1020,"80,000.00",0.15
871,101157,d002,KSETO3,JP_1016,"70,000.00",0.15
872,101158,d002,KSETO3,JP_1016,"70,000.00",0.15
4809,101159,d003,ZO9DQZ,JP_1027,"130,000.00",0.2
4065,101160,d005,9OLSAT,JP_1040,"140,000.00",0.15
2839,101161,d005,KSETO3,JP_1038,"110,000.00",0.15
4066,101162,d005,9OLSAT,JP_1040,"140,000.00",0.15
3746,101163,d005,2Q35MD,JP_1039,"200,000.00",0.2
2840,101164,d005,KSETO3,JP_1038,"110,000.00",0.15
1791,101165,d002,9OLSAT,JP_1018,,0.15
153,101166,d002,KSETO3,JP_1015,"55,000.00",0.15
4662,101167,d003,FFK1HB,JP_1026,"250,000.00",0.3
2841,101168,d005,KSETO3,JP_1038,"110,000.00",0.15
2842,101169,d005,KSETO3,JP_1038,"110,000.00",0.15
2843,101170,d005,KSETO3,JP_1038,"110,000.00",0.15
2844,101171,d005,KSETO3,JP_1038,"110,000.00",0.15
2845,101172,d005,KSETO3,JP_1038,"110,000.00",0.15
154,101173,d002,KSETO3,JP_1015,"55,000.00",0.15
4778,101174,d001,KSETO3,JP_1013,"75,000.00",0.15
1546,101175,d004,ZO9DQZ,JP_1032,"120,000.00",0.2
429,101176,d004,KSETO3,JP_1029,"85,000.00",0.15
430,101177,d004,KSETO3,JP_1029,"85,000.00",0.15
1946,101178,d002,ZO9DQZ,JP_1019,"85,000.00",0.2
2846,101179,d005,KSETO3,JP_1038,"110,000.00",0.15
2847,101180,d005,KSETO3,JP_1038,"110,000.00",0.15
3747,101181,d005,2Q35MD,JP_1039,"200,000.00",0.2
4067,101182,d005,9OLSAT,JP_1040,"140,000.00",0.15
2848,101183,d005,KSETO3,JP_1038,"110,000.00",0.15
2849,101184,d005,KSETO3,JP_1038,"110,000.00",0.15
2850,101185,d005,KSETO3,JP_1038,"110,000.00",0.15
2204,101186,d003,KSETO3,JP_1023,"70,000.00",0.15
873,101187,d002,KSETO3,JP_1016,"70,000.00",0.15
4686,101188,d001,ZO9DQZ,JP_1011,"120,000.00",0.15
155,101189,d002,KSETO3,JP_1015,"55,000.00",0.15
156,101190,d002,KSETO3,JP_1015,"55,000.00",0.15
874,101191,d002,KSETO3,JP_1016,"70,000.00",0.15
2313,101192,d003,KSETO3,JP_1024,"85,000.00",0.15
875,101193,d002,KSETO3,JP_1016,"70,000.00",0.15
876,101194,d002,KSETO3,JP_1016,"70,000.00",0.15
2851,101195,d005,KSETO3,JP_1038,"110,000.00",0.15
4523,101196,d005,FFK1HB,JP_1041,"325,000.00",0.3
2852,101197,d005,KSETO3,JP_1038,"110,000.00",0.15
2853,101198,d005,KSETO3,JP_1038,"110,000.00",0.15
877,101199,d002,KSETO3,JP_1016,"70,000.00",0.15
157,101200,d002,KSETO3,JP_1015,"55,000.00",0.15
1704,101201,d001,KSETO3,JP_1005,"50,000.00",0.15
431,101202,d004,KSETO3,JP_1029,"85,000.00",0.15
432,101203,d004,KSETO3,JP_1029,"85,000.00",0.15
433,101204,d004,KSETO3,JP_1029,"85,000.00",0.15
4779,101205,d001,KSETO3,JP_1013,"75,000.00",0.15
434,101206,d004,KSETO3,JP_1029,"85,000.00",0.15
878,101207,d002,KSETO3,JP_1016,"70,000.00",0.15
2047,101208,d004,9OLSAT,JP_1034,"95,000.00",0.15
158,101209,d002,KSETO3,JP_1015,"55,000.00",0.15
879,101210,d002,KSETO3,JP_1016,"70,000.00",0.15
2854,101211,d005,KSETO3,JP_1038,"110,000.00",0.15
4068,101212,d005,9OLSAT,JP_1040,"140,000.00",0.15
3748,101213,d005,2Q35MD,JP_1039,"200,000.00",0.2
3588,101214,d001,KSETO3,JP_1008,"55,000.00",0.15
4474,101215,d001,KSETO3,JP_1010,"70,000.00",0.15
435,101216,d004,KSETO3,JP_1029,"85,000.00",0.15
1420,101217,d004,ZO9DQZ,JP_1031,"140,000.00",0.2
4810,101218,d003,ZO9DQZ,JP_1027,"130,000.00",0.2
436,101219,d004,KSETO3,JP_1029,"85,000.00",0.15
4344,101220,d004,6O0MT2,JP_1035,"75,000.00",0.1
1421,101221,d004,ZO9DQZ,JP_1031,"140,000.00",0.2
1792,101222,d002,9OLSAT,JP_1018,,0.15
4592,101223,d003,6O0MT2,JP_1025,"120,000.00",0.1
4871,101224,d001,KSETO3,JP_1014,"65,000.00",0.15
2094,101225,d001,KSETO3,JP_1006,"50,000.00",0.15
4723,101226,d001,FFK1HB,JP_1012,"225,000.00",0.3
1793,101227,d002,9OLSAT,JP_1018,,0.15
2855,101228,d005,KSETO3,JP_1038,"110,000.00",0.15
4069,101229,d005,9OLSAT,JP_1040,"140,000.00",0.15
2856,101230,d005,KSETO3,JP_1038,"110,000.00",0.15
4524,101231,d005,FFK1HB,JP_1041,"325,000.00",0.3
2857,101232,d005,KSETO3,JP_1038,"110,000.00",0.15
4070,101233,d005,9OLSAT,JP_1040,"140,000.00",0.15
2858,101234,d005,KSETO3,JP_1038,"110,000.00",0.15
2859,101235,d005,KSETO3,JP_1038,"110,000.00",0.15
2860,101236,d005,KSETO3,JP_1038,"110,000.00",0.15
4525,101237,d005,FFK1HB,JP_1041,"325,000.00",0.3
4593,101238,d003,6O0MT2,JP_1025,"120,000.00",0.1
437,101239,d004,KSETO3,JP_1029,"85,000.00",0.15
4663,101240,d003,FFK1HB,JP_1026,"250,000.00",0.3
438,101241,d004,KSETO3,JP_1029,"85,000.00",0.15
1794,101242,d002,9OLSAT,JP_1018,,0.15
880,101243,d002,KSETO3,JP_1016,"70,000.00",0.15
2378,101244,d005,KSETO3,JP_1037,"80,000.00",0.15
881,101245,d002,KSETO3,JP_1016,"70,000.00",0.15
3749,101246,d005,2Q35MD,JP_1039,"200,000.00",0.2
4071,101247,d005,9OLSAT,JP_1040,"140,000.00",0.15
2861,101248,d005,KSETO3,JP_1038,"110,000.00",0.15
2862,101249,d005,KSETO3,JP_1038,"110,000.00",0.15
2863,101250,d005,KSETO3,JP_1038,"110,000.00",0.15
4072,101251,d005,9OLSAT,JP_1040,"140,000.00",0.15
2864,101252,d005,KSETO3,JP_1038,"110,000.00",0.15
2865,101253,d005,KSETO3,JP_1038,"110,000.00",0.15
2205,101254,d003,KSETO3,JP_1023,"70,000.00",0.15
439,101255,d004,KSETO3,JP_1029,"85,000.00",0.15
4073,101256,d005,9OLSAT,JP_1040,"140,000.00",0.15
3750,101257,d005,2Q35MD,JP_1039,"200,000.00",0.2
1663,101258,d001,KSETO3,JP_1004,"70,000.00",0.15
3751,101259,d005,2Q35MD,JP_1039,"200,000.00",0.2
2866,101260,d005,KSETO3,JP_1038,"110,000.00",0.15
3752,101261,d005,2Q35MD,JP_1039,"200,000.00",0.2
4074,101262,d005,9OLSAT,JP_1040,"140,000.00",0.15
882,101263,d002,KSETO3,JP_1016,"70,000.00",0.15
2867,101264,d005,KSETO3,JP_1038,"110,000.00",0.15
2868,101265,d005,KSETO3,JP_1038,"110,000.00",0.15
3753,101266,d005,2Q35MD,JP_1039,"200,000.00",0.2
883,101267,d002,KSETO3,JP_1016,"70,000.00",0.15
159,101268,d002,KSETO3,JP_1015,"55,000.00",0.15
2869,101269,d005,KSETO3,JP_1038,"110,000.00",0.15
3754,101270,d005,2Q35MD,JP_1039,"200,000.00",0.2
2870,101271,d005,KSETO3,JP_1038,"110,000.00",0.15
2871,101272,d005,KSETO3,JP_1038,"110,000.00",0.15
2872,101273,d005,KSETO3,JP_1038,"110,000.00",0.15
4811,101274,d003,ZO9DQZ,JP_1027,"130,000.00",0.2
440,101275,d004,KSETO3,JP_1029,"85,000.00",0.15
2873,101276,d005,KSETO3,JP_1038,"110,000.00",0.15
3755,101277,d005,2Q35MD,JP_1039,"200,000.00",0.2
4812,101278,d003,ZO9DQZ,JP_1027,"130,000.00",0.2
4893,101279,d003,2Q35MD,JP_1028,"190,000.00",0.2
884,101280,d002,KSETO3,JP_1016,"70,000.00",0.15
885,101281,d002,KSETO3,JP_1016,"70,000.00",0.15
160,101282,d002,KSETO3,JP_1015,"55,000.00",0.15
2874,101283,d005,KSETO3,JP_1038,"110,000.00",0.15
8,101284,d001,ZO9DQZ,JP_1001,,0.2
441,101285,d004,KSETO3,JP_1029,"85,000.00",0.15
4075,101286,d005,9OLSAT,JP_1040,"140,000.00",0.15
2379,101287,d005,KSETO3,JP_1037,"80,000.00",0.15
1547,101288,d004,ZO9DQZ,JP_1032,"120,000.00",0.2
886,101289,d002,KSETO3,JP_1016,"70,000.00",0.15
4076,101290,d005,9OLSAT,JP_1040,"140,000.00",0.15
2875,101291,d005,KSETO3,JP_1038,"110,000.00",0.15
4077,101292,d005,9OLSAT,JP_1040,"140,000.00",0.15
2380,101293,d005,KSETO3,JP_1037,"80,000.00",0.15
887,101294,d002,KSETO3,JP_1016,"70,000.00",0.15
2048,101295,d004,9OLSAT,JP_1034,"95,000.00",0.15
1548,101296,d004,ZO9DQZ,JP_1032,"120,000.00",0.2
2876,101297,d005,KSETO3,JP_1038,"110,000.00",0.15
1422,101298,d004,ZO9DQZ,JP_1031,"140,000.00",0.2
2095,101299,d001,KSETO3,JP_1006,"50,000.00",0.15
2877,101300,d005,KSETO3,JP_1038,"110,000.00",0.15
2878,101301,d005,KSETO3,JP_1038,"110,000.00",0.15
3756,101302,d005,2Q35MD,JP_1039,"200,000.00",0.2
4078,101303,d005,9OLSAT,JP_1040,"140,000.00",0.15
3757,101304,d005,2Q35MD,JP_1039,"200,000.00",0.2
3758,101305,d005,2Q35MD,JP_1039,"200,000.00",0.2
2879,101306,d005,KSETO3,JP_1038,"110,000.00",0.15
3759,101307,d005,2Q35MD,JP_1039,"200,000.00",0.2
2206,101308,d003,KSETO3,JP_1023,"70,000.00",0.15
2381,101309,d005,KSETO3,JP_1037,"80,000.00",0.15
1366,101310,d004,2Q35MD,JP_1030,"175,000.00",0.2
4345,101311,d004,6O0MT2,JP_1035,"75,000.00",0.1
4743,101312,d002,2Q35MD,JP_1021,"160,000.00",0.2
888,101313,d002,KSETO3,JP_1016,"70,000.00",0.15
4079,101314,d005,9OLSAT,JP_1040,"140,000.00",0.15
442,101315,d004,KSETO3,JP_1029,"85,000.00",0.15
1367,101316,d004,2Q35MD,JP_1030,"175,000.00",0.2
47,101317,d003,KSETO3,JP_1022,"75,000.00",0.15
443,101318,d004,KSETO3,JP_1029,"85,000.00",0.15
1795,101319,d002,9OLSAT,JP_1018,,0.15
1796,101320,d002,9OLSAT,JP_1018,,0.15
2096,101321,d001,KSETO3,JP_1006,"50,000.00",0.15
4744,101322,d002,2Q35MD,JP_1021,"160,000.00",0.2
889,101323,d002,KSETO3,JP_1016,"70,000.00",0.15
4346,101324,d004,6O0MT2,JP_1035,"75,000.00",0.1
1797,101325,d002,9OLSAT,JP_1018,,0.15
4745,101326,d002,2Q35MD,JP_1021,"160,000.00",0.2
890,101327,d002,KSETO3,JP_1016,"70,000.00",0.15
4347,101328,d004,6O0MT2,JP_1035,"75,000.00",0.1
2880,101329,d005,KSETO3,JP_1038,"110,000.00",0.15
2881,101330,d005,KSETO3,JP_1038,"110,000.00",0.15
1798,101331,d002,9OLSAT,JP_1018,,0.15
161,101332,d002,KSETO3,JP_1015,"55,000.00",0.15
444,101333,d004,KSETO3,JP_1029,"85,000.00",0.15
2882,101334,d005,KSETO3,JP_1038,"110,000.00",0.15
4526,101335,d005,FFK1HB,JP_1041,"325,000.00",0.3
891,101336,d002,KSETO3,JP_1016,"70,000.00",0.15
9,101337,d001,ZO9DQZ,JP_1001,,0.2
3760,101338,d005,2Q35MD,JP_1039,"200,000.00",0.2
3761,101339,d005,2Q35MD,JP_1039,"200,000.00",0.2
1799,101340,d002,9OLSAT,JP_1018,,0.15
4475,101341,d001,KSETO3,JP_1010,"70,000.00",0.15
892,101342,d002,KSETO3,JP_1016,"70,000.00",0.15
4080,101343,d005,9OLSAT,JP_1040,"140,000.00",0.15
4813,101344,d003,ZO9DQZ,JP_1027,"130,000.00",0.2
2883,101345,d005,KSETO3,JP_1038,"110,000.00",0.15
2501,101346,d002,KSETO3,JP_1020,"80,000.00",0.15
1423,101347,d004,ZO9DQZ,JP_1031,"140,000.00",0.2
893,101348,d002,KSETO3,JP_1016,"70,000.00",0.15
894,101349,d002,KSETO3,JP_1016,"70,000.00",0.15
2382,101350,d005,KSETO3,JP_1037,"80,000.00",0.15
3589,101351,d001,KSETO3,JP_1008,"55,000.00",0.15
2502,101352,d002,KSETO3,JP_1020,"80,000.00",0.15
2383,101353,d005,KSETO3,JP_1037,"80,000.00",0.15
2884,101354,d005,KSETO3,JP_1038,"110,000.00",0.15
2885,101355,d005,KSETO3,JP_1038,"110,000.00",0.15
4527,101356,d005,FFK1HB,JP_1041,"325,000.00",0.3
162,101357,d002,KSETO3,JP_1015,"55,000.00",0.15
895,101358,d002,KSETO3,JP_1016,"70,000.00",0.15
896,101359,d002,KSETO3,JP_1016,"70,000.00",0.15
163,101360,d002,KSETO3,JP_1015,"55,000.00",0.15
2886,101361,d005,KSETO3,JP_1038,"110,000.00",0.15
164,101362,d002,KSETO3,JP_1015,"55,000.00",0.15
165,101363,d002,KSETO3,JP_1015,"55,000.00",0.15
166,101364,d002,KSETO3,JP_1015,"55,000.00",0.15
167,101365,d002,KSETO3,JP_1015,"55,000.00",0.15
2049,101366,d004,9OLSAT,JP_1034,"95,000.00",0.15
4594,101367,d003,6O0MT2,JP_1025,"120,000.00",0.1
897,101368,d002,KSETO3,JP_1016,"70,000.00",0.15
1800,101369,d002,9OLSAT,JP_1018,,0.15
898,101370,d002,KSETO3,JP_1016,"70,000.00",0.15
4780,101371,d001,KSETO3,JP_1013,"75,000.00",0.15
445,101372,d004,KSETO3,JP_1029,"85,000.00",0.15
446,101373,d004,KSETO3,JP_1029,"85,000.00",0.15
899,101374,d002,KSETO3,JP_1016,"70,000.00",0.15
1549,101375,d004,ZO9DQZ,JP_1032,"120,000.00",0.2
2160,101376,d001,KSETO3,JP_1007,"220,000.00",0.15
447,101377,d004,KSETO3,JP_1029,"85,000.00",0.15
1801,101378,d002,9OLSAT,JP_1018,,0.15
900,101379,d002,KSETO3,JP_1016,"70,000.00",0.15
448,101380,d004,KSETO3,JP_1029,"85,000.00",0.15
1368,101381,d004,2Q35MD,JP_1030,"175,000.00",0.2
4449,101382,d001,KSETO3,JP_1009,"85,000.00",0.15
901,101383,d002,KSETO3,JP_1016,"70,000.00",0.15
2887,101384,d005,KSETO3,JP_1038,"110,000.00",0.15
3762,101385,d005,2Q35MD,JP_1039,"200,000.00",0.2
2888,101386,d005,KSETO3,JP_1038,"110,000.00",0.15
2889,101387,d005,KSETO3,JP_1038,"110,000.00",0.15
3763,101388,d005,2Q35MD,JP_1039,"200,000.00",0.2
168,101389,d002,KSETO3,JP_1015,"55,000.00",0.15
449,101390,d004,KSETO3,JP_1029,"85,000.00",0.15
4348,101391,d004,6O0MT2,JP_1035,"75,000.00",0.1
2890,101392,d005,KSETO3,JP_1038,"110,000.00",0.15
2891,101393,d005,KSETO3,JP_1038,"110,000.00",0.15
902,101394,d002,KSETO3,JP_1016,"70,000.00",0.15
450,101395,d004,KSETO3,JP_1029,"85,000.00",0.15
451,101396,d004,KSETO3,JP_1029,"85,000.00",0.15
4081,101397,d005,9OLSAT,JP_1040,"140,000.00",0.15
2892,101398,d005,KSETO3,JP_1038,"110,000.00",0.15
2893,101399,d005,KSETO3,JP_1038,"110,000.00",0.15
3764,101400,d005,2Q35MD,JP_1039,"200,000.00",0.2
903,101401,d002,KSETO3,JP_1016,"70,000.00",0.15
4814,101402,d003,ZO9DQZ,JP_1027,"130,000.00",0.2
1705,101403,d001,KSETO3,JP_1005,"50,000.00",0.15
1424,101404,d004,ZO9DQZ,JP_1031,"140,000.00",0.2
2384,101405,d005,KSETO3,JP_1037,"80,000.00",0.15
169,101406,d002,KSETO3,JP_1015,"55,000.00",0.15
3765,101407,d005,2Q35MD,JP_1039,"200,000.00",0.2
2894,101408,d005,KSETO3,JP_1038,"110,000.00",0.15
4528,101409,d005,FFK1HB,JP_1041,"325,000.00",0.3
452,101410,d004,KSETO3,JP_1029,"85,000.00",0.15
1706,101411,d001,KSETO3,JP_1005,"50,000.00",0.15
3766,101412,d005,2Q35MD,JP_1039,"200,000.00",0.2
904,101413,d002,KSETO3,JP_1016,"70,000.00",0.15
4595,101414,d003,6O0MT2,JP_1025,"120,000.00",0.1
4596,101415,d003,6O0MT2,JP_1025,"120,000.00",0.1
4082,101416,d005,9OLSAT,JP_1040,"140,000.00",0.15
3767,101417,d005,2Q35MD,JP_1039,"200,000.00",0.2
2895,101418,d005,KSETO3,JP_1038,"110,000.00",0.15
2896,101419,d005,KSETO3,JP_1038,"110,000.00",0.15
2897,101420,d005,KSETO3,JP_1038,"110,000.00",0.15
2898,101421,d005,KSETO3,JP_1038,"110,000.00",0.15
905,101422,d002,KSETO3,JP_1016,"70,000.00",0.15
453,101423,d004,KSETO3,JP_1029,"85,000.00",0.15
3590,101424,d001,KSETO3,JP_1008,"55,000.00",0.15
906,101425,d002,KSETO3,JP_1016,"70,000.00",0.15
48,101426,d003,KSETO3,JP_1022,"75,000.00",0.15
10,101427,d001,ZO9DQZ,JP_1001,,0.2
